skin_tone,hair_color,lip_color,eye_color,age,season,dress_shade,lip_shade
light,gray,pink,black,15,spring,muted,bronze
olive,blonde,nude,violet,53,summer,vibrant colors,cherry
dark,dark brown,purple,hazel,27,spring,jewel tones,rose
tan,platinum,nude,hazel,49,fall,monochrome,rose
deep,black,coral,gray,32,winter,bright,plum
dark,dark brown,pink,amber,24,spring,vibrant colors,berry
porcelain,brown,nude,black,18,spring,muted,bronze
fair,platinum,nude,black,66,spring,pastel,peach
tan,auburn,mauve,turquoise,22,fall,vibrant colors,berry
tan,gray,brown,brown,64,spring,jewel tones,berry
porcelain,blonde,nude,green,60,summer,jewel tones,mauve
olive,blonde,peach,amber,24,spring,vibrant colors,cherry
tan,brown,pink,gray,17,winter,jewel tones,red
dark,black,red,turquoise,59,winter,vibrant colors,berry
porcelain,light brown,mauve,brown,33,winter,neutral,coral
olive,platinum,pink,turquoise,29,fall,vibrant colors,red
light,dark brown,coral,brown,61,spring,muted,bronze
ivory,platinum,peach,turquoise,30,fall,neutral,coral
olive,auburn,pink,turquoise,37,summer,jewel tones,berry
porcelain,dark brown,nude,hazel,24,spring,muted,bronze
olive,platinum,nude,gray,61,fall,metallic,mauve
tan,black,pink,hazel,21,spring,neon,cherry
porcelain,chestnut,plum,blue,52,spring,neon,berry
fair,light brown,nude,green,65,winter,jewel tones,mauve
light,dark brown,plum,turquoise,64,fall,pastel,nude
fair,black,mauve,black,17,summer,muted,mauve
medium,chestnut,purple,turquoise,63,winter,vibrant colors,cherry
tan,chestnut,burgundy,teal,62,spring,vibrant colors,red
light,chestnut,burgundy,gray,37,winter,pastel,peach
tan,platinum,mauve,green,23,fall,jewel tones,red
light,dark brown,burgundy,brown,39,summer,pastel,peach
deep,dark brown,peach,teal,43,winter,bright,berry
olive,auburn,plum,gray,51,summer,vibrant colors,red
fair,chestnut,red,brown,31,winter,muted,mauve
medium,brown,peach,teal,48,spring,earth tones,rose
fair,light brown,mauve,blue,21,fall,jewel tones,berry
light,brown,red,blue,26,winter,muted,mauve
olive,brown,purple,green,44,winter,jewel tones,red
porcelain,auburn,mauve,blue,22,spring,jewel tones,rose
light,black,plum,teal,56,spring,jewel tones,rose
ivory,light brown,coral,black,69,spring,pastel,coral
olive,dark brown,burgundy,hazel,22,summer,vibrant colors,cherry
tan,blonde,red,violet,58,spring,neutral,rose
dark,black,pink,black,63,spring,jewel tones,berry
ivory,gray,burgundy,teal,68,spring,neutral,peach
olive,blonde,red,turquoise,38,fall,vibrant colors,berry
olive,brown,peach,hazel,60,spring,earth tones,red
medium,auburn,brown,blue,65,fall,jewel tones,rose
fair,auburn,brown,turquoise,61,fall,pastel,coral
tan,black,purple,amber,27,spring,pastel,rose
ivory,auburn,red,violet,53,spring,muted,bronze
tan,gray,brown,green,46,winter,vibrant colors,cherry
fair,auburn,burgundy,blue,44,fall,pastel,peach
porcelain,dark brown,red,brown,68,spring,pastel,peach
medium,black,coral,gray,22,fall,monochrome,peach
ivory,platinum,pink,teal,55,winter,pastel,nude
ivory,brown,mauve,gray,43,spring,pastel,peach
fair,dark brown,pink,brown,67,spring,muted,plum
ivory,auburn,plum,hazel,38,fall,jewel tones,mauve
light,light brown,plum,gray,63,winter,jewel tones,berry
porcelain,dark brown,red,blue,41,summer,muted,plum
olive,chestnut,brown,violet,45,spring,neutral,nude
fair,chestnut,burgundy,brown,63,summer,bright,red
medium,brown,burgundy,violet,47,fall,jewel tones,berry
ivory,dark brown,plum,brown,46,summer,jewel tones,rose
dark,blonde,brown,violet,17,fall,vibrant colors,berry
porcelain,light brown,plum,blue,49,winter,jewel tones,mauve
deep,red,coral,blue,49,winter,earth tones,berry
tan,chestnut,red,brown,32,spring,earth tones,rose
olive,red,plum,violet,55,summer,vibrant colors,berry
medium,dark brown,brown,blue,17,fall,earth tones,berry
medium,auburn,burgundy,brown,63,summer,jewel tones,berry
porcelain,black,nude,gray,56,spring,neutral,coral
light,black,red,gray,54,spring,muted,mauve
medium,platinum,peach,green,68,fall,earth tones,red
olive,gray,mauve,blue,47,winter,bright,red
ebony,brown,nude,turquoise,54,spring,bright,plum
ebony,black,pink,turquoise,59,winter,jewel tones,berry
medium,chestnut,red,gray,46,spring,neutral,coral
ebony,platinum,pink,gray,25,fall,earth tones,plum
medium,auburn,pink,turquoise,62,summer,jewel tones,berry
light,gray,red,violet,68,spring,neutral,peach
tan,gray,red,hazel,19,fall,neon,rose
dark,dark brown,coral,teal,64,winter,bright,red
ivory,gray,plum,green,61,summer,neon,bronze
olive,black,burgundy,black,42,spring,neutral,coral
fair,light brown,plum,black,61,winter,neutral,nude
fair,dark brown,mauve,blue,30,spring,jewel tones,berry
dark,gray,brown,green,64,winter,jewel tones,plum
porcelain,auburn,coral,black,51,summer,pastel,coral
dark,gray,burgundy,turquoise,24,summer,vibrant colors,berry
light,auburn,red,blue,25,fall,muted,mauve
porcelain,light brown,burgundy,green,46,winter,neutral,nude
medium,auburn,nude,black,34,fall,vibrant colors,red
ivory,gray,coral,green,54,winter,bright,cherry
medium,dark brown,brown,teal,60,fall,earth tones,rose
olive,platinum,coral,turquoise,37,spring,metallic,plum
olive,light brown,brown,hazel,66,winter,earth tones,berry
dark,brown,coral,blue,29,fall,earth tones,plum
olive,red,peach,teal,39,summer,vibrant colors,cherry
ebony,blonde,coral,green,21,fall,neutral,coral
light,platinum,brown,amber,65,winter,pastel,coral
light,dark brown,burgundy,blue,33,fall,muted,mauve
fair,red,brown,teal,51,spring,jewel tones,mauve
fair,platinum,red,gray,61,winter,neutral,peach
porcelain,auburn,mauve,blue,17,spring,pastel,peach
olive,black,burgundy,teal,52,fall,jewel tones,rose
deep,red,brown,hazel,21,spring,bright,plum
light,chestnut,red,hazel,28,winter,vibrant colors,cherry
light,brown,coral,gray,15,spring,muted,mauve
tan,black,peach,teal,30,spring,muted,plum
porcelain,chestnut,brown,hazel,49,summer,muted,mauve
porcelain,platinum,red,amber,16,winter,jewel tones,mauve
deep,black,brown,teal,19,spring,bright,berry
fair,platinum,coral,violet,30,spring,jewel tones,mauve
medium,platinum,coral,teal,43,winter,muted,bronze
medium,blonde,purple,brown,67,fall,earth tones,red
light,auburn,nude,green,34,summer,pastel,nude
medium,auburn,coral,amber,30,spring,earth tones,red
fair,black,peach,teal,44,summer,bright,cherry
deep,brown,mauve,hazel,22,winter,bright,plum
medium,black,purple,green,44,winter,neon,cherry
tan,black,purple,amber,53,fall,monochrome,cherry
porcelain,brown,mauve,turquoise,25,summer,muted,plum
fair,dark brown,pink,gray,66,summer,muted,plum
light,brown,pink,violet,60,summer,jewel tones,mauve
deep,auburn,burgundy,hazel,42,summer,earth tones,plum
porcelain,chestnut,red,hazel,46,summer,monochrome,peach
olive,red,pink,gray,17,fall,neutral,peach
olive,auburn,pink,teal,18,fall,jewel tones,berry
medium,auburn,brown,violet,60,winter,vibrant colors,red
olive,dark brown,plum,turquoise,46,summer,earth tones,rose
olive,red,mauve,turquoise,45,spring,vibrant colors,red
olive,dark brown,nude,hazel,31,winter,vibrant colors,cherry
light,dark brown,nude,gray,62,spring,jewel tones,mauve
medium,platinum,nude,hazel,42,fall,jewel tones,berry
medium,black,nude,teal,45,winter,earth tones,berry
olive,dark brown,coral,hazel,43,fall,earth tones,berry
porcelain,dark brown,plum,amber,51,spring,muted,mauve
olive,platinum,red,black,63,winter,muted,bronze
tan,gray,plum,blue,30,spring,vibrant colors,cherry
medium,platinum,burgundy,hazel,23,fall,bright,berry
light,blonde,pink,blue,25,winter,neutral,nude
dark,blonde,peach,black,41,winter,jewel tones,berry
olive,blonde,mauve,blue,37,winter,earth tones,berry
medium,chestnut,burgundy,hazel,69,winter,earth tones,red
olive,light brown,peach,violet,29,winter,vibrant colors,red
medium,dark brown,plum,brown,28,summer,earth tones,rose
dark,blonde,mauve,turquoise,44,summer,jewel tones,plum
olive,blonde,mauve,hazel,50,summer,vibrant colors,red
ebony,chestnut,burgundy,violet,36,winter,neutral,berry
ivory,black,coral,green,18,fall,earth tones,mauve
olive,platinum,plum,blue,26,fall,monochrome,peach
deep,dark brown,peach,amber,51,fall,vibrant colors,red
fair,red,nude,black,43,summer,earth tones,mauve
tan,brown,nude,green,30,fall,earth tones,berry
olive,blonde,coral,brown,51,spring,earth tones,rose
fair,blonde,nude,brown,56,summer,jewel tones,rose
ebony,light brown,red,brown,33,fall,earth tones,rose
tan,light brown,red,amber,54,summer,earth tones,berry
medium,blonde,red,violet,55,fall,neutral,peach
ebony,brown,coral,blue,41,winter,bright,plum
tan,red,coral,amber,28,fall,earth tones,rose
ebony,chestnut,nude,black,15,winter,neutral,nude
fair,platinum,plum,teal,65,summer,neutral,nude
dark,platinum,brown,green,31,fall,neon,mauve
dark,auburn,burgundy,amber,42,winter,bright,red
medium,auburn,red,hazel,17,winter,jewel tones,red
porcelain,brown,mauve,amber,36,winter,jewel tones,rose
ebony,brown,brown,brown,15,spring,vibrant colors,red
ebony,dark brown,red,violet,35,fall,bright,plum
ivory,red,pink,black,25,spring,jewel tones,berry
fair,brown,brown,teal,58,summer,pastel,nude
deep,light brown,nude,blue,54,fall,metallic,bronze
light,dark brown,nude,gray,33,spring,pastel,peach
fair,platinum,coral,brown,58,spring,pastel,nude
olive,chestnut,purple,teal,35,spring,neutral,rose
olive,gray,brown,amber,27,fall,jewel tones,red
tan,red,pink,teal,29,winter,earth tones,red
fair,brown,coral,turquoise,17,fall,muted,bronze
fair,red,peach,teal,51,fall,earth tones,mauve
medium,black,red,teal,50,summer,jewel tones,berry
ebony,auburn,red,turquoise,27,fall,earth tones,berry
dark,red,peach,violet,40,spring,earth tones,rose
olive,black,coral,turquoise,57,winter,pastel,nude
ebony,brown,brown,green,54,summer,vibrant colors,berry
medium,auburn,nude,green,63,fall,vibrant colors,cherry
dark,brown,plum,amber,38,winter,vibrant colors,berry
medium,black,nude,brown,24,fall,neon,cherry
dark,gray,coral,hazel,33,summer,vibrant colors,plum
tan,black,nude,green,25,fall,jewel tones,rose
porcelain,auburn,brown,green,24,spring,muted,mauve
ebony,red,red,teal,19,summer,bright,berry
tan,dark brown,coral,turquoise,45,fall,vibrant colors,cherry
ivory,gray,plum,turquoise,58,winter,earth tones,mauve
dark,light brown,mauve,teal,60,summer,bright,red
fair,dark brown,coral,amber,33,fall,muted,plum
deep,dark brown,burgundy,brown,61,fall,jewel tones,berry
deep,black,plum,hazel,49,winter,jewel tones,berry
dark,red,nude,blue,53,fall,vibrant colors,plum
olive,blonde,red,teal,52,spring,earth tones,rose
fair,dark brown,coral,black,32,winter,pastel,coral
fair,light brown,purple,turquoise,22,spring,neutral,nude
tan,platinum,purple,violet,63,fall,metallic,mauve
tan,brown,red,green,21,spring,vibrant colors,red
dark,blonde,brown,black,57,winter,muted,plum
ivory,platinum,peach,brown,16,fall,neutral,nude
tan,chestnut,coral,black,42,winter,vibrant colors,red
light,chestnut,burgundy,violet,26,summer,monochrome,rose
ebony,brown,peach,blue,26,spring,earth tones,berry
tan,auburn,coral,violet,41,fall,earth tones,red
fair,brown,peach,violet,47,winter,pastel,coral
ebony,black,red,black,17,summer,bright,red
fair,light brown,plum,blue,29,spring,jewel tones,rose
porcelain,light brown,nude,brown,20,fall,jewel tones,berry
ivory,brown,brown,black,17,spring,jewel tones,rose
porcelain,blonde,purple,turquoise,53,summer,neutral,coral
deep,gray,brown,amber,42,summer,metallic,mauve
light,dark brown,mauve,hazel,44,fall,pastel,nude
olive,red,plum,turquoise,56,spring,vibrant colors,cherry
fair,dark brown,red,teal,26,spring,jewel tones,mauve
dark,chestnut,mauve,green,39,winter,neon,plum
fair,blonde,plum,brown,28,winter,neutral,coral
ebony,dark brown,burgundy,amber,47,spring,bright,berry
fair,chestnut,burgundy,teal,31,spring,jewel tones,berry
dark,auburn,red,amber,43,fall,vibrant colors,berry
ivory,black,plum,black,66,fall,muted,mauve
fair,gray,burgundy,gray,55,winter,pastel,coral
porcelain,blonde,brown,green,25,fall,neutral,nude
light,platinum,burgundy,hazel,39,fall,jewel tones,mauve
medium,black,peach,amber,28,winter,neon,peach
porcelain,red,plum,green,17,fall,jewel tones,mauve
fair,auburn,plum,blue,28,fall,muted,bronze
medium,red,peach,green,30,fall,earth tones,red
ivory,platinum,plum,green,16,summer,neutral,nude
medium,gray,purple,gray,42,winter,muted,plum
tan,gray,peach,gray,56,summer,neon,peach
deep,dark brown,red,brown,20,summer,jewel tones,berry
light,gray,brown,violet,45,summer,neutral,peach
dark,black,nude,turquoise,65,spring,vibrant colors,red
light,auburn,red,violet,58,winter,muted,mauve
fair,blonde,purple,amber,20,summer,jewel tones,berry
porcelain,brown,nude,brown,63,winter,muted,mauve
ivory,black,pink,blue,43,winter,monochrome,plum
light,black,pink,hazel,60,spring,vibrant colors,red
light,light brown,plum,blue,19,summer,pastel,peach
tan,red,plum,turquoise,53,spring,neutral,rose
tan,black,nude,teal,60,fall,jewel tones,red
dark,auburn,mauve,teal,66,fall,bright,plum
medium,blonde,purple,blue,43,summer,earth tones,rose
olive,red,peach,teal,67,winter,earth tones,berry
ivory,blonde,pink,violet,26,summer,neutral,coral
light,light brown,mauve,violet,34,summer,pastel,nude
tan,brown,pink,black,68,summer,earth tones,red
light,red,nude,gray,52,fall,earth tones,mauve
dark,black,red,teal,47,spring,bright,red
medium,auburn,mauve,hazel,54,spring,earth tones,red
fair,chestnut,pink,black,55,winter,monochrome,cherry
tan,light brown,brown,violet,57,spring,earth tones,rose
deep,chestnut,red,brown,19,winter,bright,plum
light,auburn,coral,blue,24,spring,muted,plum
medium,gray,burgundy,black,52,winter,jewel tones,red
ivory,gray,burgundy,green,67,winter,bright,cherry
medium,platinum,red,blue,41,fall,monochrome,plum
tan,dark brown,peach,green,25,summer,earth tones,red
olive,chestnut,mauve,violet,18,spring,neutral,nude
porcelain,platinum,coral,blue,58,summer,neutral,peach
light,blonde,brown,turquoise,53,fall,jewel tones,mauve
tan,chestnut,coral,teal,49,winter,vibrant colors,berry
light,black,brown,amber,17,fall,jewel tones,berry
ebony,brown,brown,hazel,22,winter,bright,red
light,gray,mauve,amber,29,winter,earth tones,berry
ivory,platinum,plum,blue,58,spring,pastel,nude
fair,auburn,peach,gray,32,summer,muted,mauve
tan,light brown,coral,teal,59,fall,neutral,rose
medium,gray,red,green,19,spring,metallic,mauve
tan,platinum,mauve,teal,48,winter,bright,red
ivory,blonde,nude,gray,57,fall,jewel tones,mauve
tan,red,peach,brown,21,spring,earth tones,rose
medium,gray,purple,brown,39,fall,neon,plum
medium,red,brown,violet,18,spring,vibrant colors,red
porcelain,dark brown,purple,violet,26,fall,jewel tones,mauve
medium,red,nude,hazel,38,fall,vibrant colors,red
fair,black,burgundy,blue,38,summer,muted,bronze
porcelain,platinum,plum,blue,29,fall,neutral,coral
olive,light brown,nude,violet,69,summer,neutral,rose
light,black,red,brown,29,spring,bright,berry
porcelain,brown,red,amber,46,fall,muted,plum
tan,chestnut,purple,amber,42,spring,vibrant colors,red
light,black,purple,amber,55,spring,jewel tones,rose
porcelain,auburn,burgundy,green,34,fall,muted,plum
tan,brown,purple,teal,19,summer,jewel tones,rose
fair,chestnut,pink,gray,54,spring,earth tones,mauve
ivory,auburn,pink,turquoise,28,winter,jewel tones,berry
deep,chestnut,nude,teal,37,spring,neutral,berry
dark,chestnut,burgundy,turquoise,54,winter,neutral,coral
ebony,gray,burgundy,gray,40,summer,vibrant colors,berry
deep,black,red,amber,33,fall,jewel tones,plum
olive,chestnut,coral,gray,43,winter,vibrant colors,cherry
ebony,light brown,mauve,hazel,24,summer,bright,red
dark,chestnut,red,amber,29,summer,vibrant colors,plum
ivory,brown,mauve,brown,56,summer,pastel,coral
ebony,brown,coral,hazel,37,fall,earth tones,rose
deep,red,burgundy,blue,34,winter,bright,plum
deep,red,peach,gray,54,winter,earth tones,rose
porcelain,blonde,nude,turquoise,66,spring,jewel tones,mauve
deep,auburn,red,gray,33,spring,bright,berry
porcelain,red,brown,teal,68,spring,neutral,nude
dark,light brown,plum,amber,54,fall,jewel tones,berry
ivory,blonde,coral,blue,57,spring,jewel tones,rose
light,blonde,plum,amber,15,fall,neutral,nude
tan,dark brown,purple,gray,44,summer,earth tones,rose
ebony,blonde,red,blue,28,spring,bright,berry
ebony,chestnut,red,brown,53,fall,bright,red
fair,auburn,burgundy,gray,51,winter,jewel tones,rose
light,brown,purple,blue,22,fall,pastel,peach
olive,platinum,nude,blue,16,spring,neon,red
medium,platinum,pink,teal,21,spring,neon,rose
ivory,brown,pink,brown,49,summer,pastel,peach
porcelain,light brown,burgundy,blue,37,summer,pastel,peach
dark,red,burgundy,hazel,55,spring,bright,plum
tan,chestnut,mauve,amber,19,fall,neutral,peach
dark,gray,red,hazel,51,fall,jewel tones,rose
dark,brown,pink,hazel,45,summer,bright,red
tan,light brown,peach,turquoise,21,fall,neutral,nude
light,chestnut,purple,black,69,winter,vibrant colors,cherry
ebony,auburn,plum,amber,32,summer,bright,plum
fair,auburn,red,gray,37,winter,muted,mauve
olive,dark brown,pink,violet,36,summer,jewel tones,berry
dark,gray,brown,hazel,35,fall,jewel tones,rose
deep,auburn,brown,amber,37,winter,earth tones,berry
medium,dark brown,plum,green,30,fall,earth tones,red
medium,light brown,coral,teal,40,summer,earth tones,berry
ivory,chestnut,red,teal,25,fall,neon,nude
